Client Customer Id,Client Customer Name,Campaign ID,Campaign,Cost,Day,Campaign_duplicate,Agency,Year,Market,Client_name,Brand_portfolio,Temporality,Platform,Vendor,Initiative,Objective,Buying Type,Consumption Occasion,unified_brand,Country_iso_code,Country_full_name,Brand,New Buying Type,unified_brand,Datasource,date_copy,date_month,mplan_agency
2624469181,YOUTUBE_MASTERBRAND_CENAM,12687274954,MCMMIA_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,16.4175510,2021-04-27,MCMMIA_2021_CRI_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Despierta mucho mas_Affinity Audiences_CPV_Breakfast for One_ABR_L15,MCMMIA,2021,CRI,Kelloggs,Masterbrand,Seasonal,Google,Youtube,Despierta mucho mas,Affinity Audiences,CPV,Breakfast for One_ABR_L15,masterbrand,CR,,Masterbrand,CPV,masterbrand,Google Adwords,2021-04-27,4,Mediacom
2624469181,YOUTUBE_MASTERBRAND_CENAM,12687617034,MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,45.0436000,2021-04-27,MCMMIA_2021_GTM_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Despierta mucho mas_Affinity Audiences_CPV_Breakfast for One_ABR_L13,MCMMIA,2021,GTM,Kelloggs,Masterbrand,Seasonal,Google,Youtube,Despierta mucho mas,Affinity Audiences,CPV,Breakfast for One_ABR_L13,masterbrand,GT,,Masterbrand,CPV,masterbrand,Google Adwords,2021-04-27,4,Mediacom
2624469181,YOUTUBE_MASTERBRAND_CENAM,12687617037,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,22.4458580,2021-04-27,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Despierta mucho mas_Affinity Audiences_CPV_Breakfast for One_ABR_L17,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Google,Youtube,Despierta mucho mas,Affinity Audiences,CPV,Breakfast for One_ABR_L17,masterbrand,SV,,Masterbrand,CPV,masterbrand,Google Adwords,2021-04-27,4,Mediacom
7132067017,YT Region-EXTRA DELICE-MEX,12656923169,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRADELICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2966.1310640,2021-04-27,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Google_Youtube_Extra Delice_Affinity Audiences_CPV_Mid-Morning Snack_ABR_L12,MCMMX,2021,MEX,Kelloggs,Extra,Seasonal,Google,Youtube,Extra Delice,Affinity Audiences,CPV,Mid-Morning Snack_ABR_L12,extra,MX,,Kelloggs Extra,CPV,extra,Google Adwords,2021-04-27,4,Mediacom
7985116399,[KELLOGS] - SUCRILHOS,12683650029,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_GOOGLE_LAUNCH21_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,838.9080070,2021-04-27,KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Google_Google_Launch21_AffinityTopics_CPM_MorningBreakfast_APRIL,KTBO,2021,BRA,Kelloggs,Sucrilhos,Seasonal,Google,Google,Launch21,AffinityTopics,CPM,MorningBreakfast_APRIL,sucrilhos,BR,,Zucaritas,CPM,sucrilhos,Google Adwords,2021-04-27,4,KTBO
7985116399,[KELLOGS] - SUCRILHOS,12684146093,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LAUNCH21_AFFINITYTOPICS30_CPM_MORNINGBREAKFAST,147.6911460,2021-04-27,KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Google_Youtube_Launch21_AffinityTopics30_CPM_MorningBreakfast_APRIL,KTBO,2021,BRA,Kelloggs,Sucrilhos,Seasonal,Google,Youtube,Launch21,AffinityTopics30,CPM,MorningBreakfast_APRIL,sucrilhos,BR,,Zucaritas,CPM,sucrilhos,Google Adwords,2021-04-27,4,KTBO
7985116399,[KELLOGS] - SUCRILHOS,12773009662,SUCRILHOS DISPLAY VÁLIDA,1413.9693270,2021-04-27,,,,,,,,,,,,,,none,,,,,,Google Adwords,2021-04-27,4,KTBO
7985116399,[KELLOGS] - SUCRILHOS,12802264481,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LAUNCH21_AFFINITYTOPICS15_CPM_MORNINGBREAKFAST,322.7362940,2021-04-27,KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Google_Youtube_Launch21_AffinityTopics15_CPM_MorningBreakfast_APRIL,KTBO,2021,BRA,Kelloggs,Sucrilhos,Seasonal,Google,Youtube,Launch21,AffinityTopics15,CPM,MorningBreakfast_APRIL,sucrilhos,BR,,Zucaritas,CPM,sucrilhos,Google Adwords,2021-04-27,4,KTBO
2252983541,YT-Pringles-ARG,12628247720,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME,92.0129120,2021-04-27,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Google_Youtube_Promo Xbox_Affinity Audiences_CPV_Evening Me_ABR_L15,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Google,Youtube,Promo Xbox,Affinity Audiences,CPV,Evening Me_ABR_L15,pringles,AR,,Pringles,CPV,pringles,Google Adwords,2021-04-27,4,Mediacom
2252983541,YT-Pringles-ARG,12628263284,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPM_EVENINGME,89.4572890,2021-04-27,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Google_Youtube_Promo Xbox_Affinity Audiences_CPM_Evening Me_ABR_L14,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Google,Youtube,Promo Xbox,Affinity Audiences,CPM,Evening Me_ABR_L14,pringles,AR,,Pringles,CPM,pringles,Google Adwords,2021-04-27,4,Mediacom
6649621794,YOUTUBE_MASTERBRAND_CL,12657437511,MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,96.7134480,2021-04-27,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Despierta Mucho Mas_Affinity Audiences_CPV_Breakfast for one_ABR_L15,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Google,Youtube,Despierta Mucho Mas,Affinity Audiences,CPV,Breakfast for one_ABR_L15,masterbrand,CL,,Masterbrand,CPV,masterbrand,Google Adwords,2021-04-27,4,Mediacom
4096196391,[KELLOGGS] - PRINGLES,12706627347,KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_GOOGLE_CPM_EVENINGLEISURETIME,427.6036980,2021-04-27,KTBO_2021_BRA_Kelloggs_Pringles_Seasonal_WelcomeRuffles_Google_CPM_EveningLeisureTime,KTBO,2021,BRA,Kelloggs,Pringles,Seasonal,WelcomeRuffles,Google,CPM,EveningLeisureTime,,,pringles,BR,,Pringles,CPM,pringles,Google Adwords,2021-04-27,4,KTBO
2776198019,YT-Pringles-COL,12658235269,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME,37.1544140,2021-04-27,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Youtube_Promo Xbox_Affinity Audiences_CPV_Evening Me_ABR_L12,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Google,Youtube,Promo Xbox,Affinity Audiences,CPV,Evening Me_ABR_L12,pringles,CO,,Pringles,CPV,pringles,Google Adwords,2021-04-27,4,Mediacom
2776198019,YT-Pringles-COL,12658357436,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPM_EVENINGME,46.4217380,2021-04-27,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Youtube_Promo Xbox_Affinity Audiences_CPM_Evening Me_ABR_L13,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Google,Youtube,Promo Xbox,Affinity Audiences,CPM,Evening Me_ABR_L13,pringles,CO,,Pringles,CPM,pringles,Google Adwords,2021-04-27,4,Mediacom
9466221472,YOUTUBE_COORPORATE_CENAM,12688288992,MCMMIA_2021_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,51.4059380,2021-04-27,MCMMIA_2021_DOM_Kelloggs_Froot Loops_Seasonal_Google_Youtube_Froot Loops_Affinity Audiences_CPV_Family Breakfast_ABR_L12,MCMMIA,2021,DOM,Kelloggs,Froot Loops,Seasonal,Google,Youtube,Froot Loops,Affinity Audiences,CPV,Family Breakfast_ABR_L12,frootloops,DO,,Froot Loops,CPV,frootloops,Google Adwords,2021-04-27,4,Mediacom
9466221472,YOUTUBE_COORPORATE_CENAM,12830084596,MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_CHOCODILEMA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,27.9060090,2021-04-27,MCMMIA_2021_SLV_Kelloggs_Corporate Promotions_Seasonal_Google_Youtube_Chocodilema_Affinity Audiences_CPV_FamilyBreakfast_ABR_L13,MCMMIA,2021,SLV,Kelloggs,Corporate Promotions,Seasonal,Google,Youtube,Chocodilema,Affinity Audiences,CPV,FamilyBreakfast_ABR_L13,corporatepromotions,SV,,Corporate Promotions,CPV,corporatepromotions,Google Adwords,2021-04-27,4,Mediacom
9466221472,YOUTUBE_COORPORATE_CENAM,12830275910,MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_CHOCODILEMA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,32.3561970,2021-04-27,MCMMIA_2021_GTM_Kelloggs_Corporate Promotions_Seasonal_Google_Youtube_Chocodilema_Affinity Audiences_CPV_Family Breakfast_ABR_L15,MCMMIA,2021,GTM,Kelloggs,Corporate Promotions,Seasonal,Google,Youtube,Chocodilema,Affinity Audiences,CPV,Family Breakfast_ABR_L15,corporatepromotions,GT,,Corporate Promotions,CPV,corporatepromotions,Google Adwords,2021-04-27,4,Mediacom
9466221472,YOUTUBE_COORPORATE_CENAM,12830428444,MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_CHOCODILEMA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,22.9981000,2021-04-27,MCMMIA_2021_CRI_Kelloggs_Corporate Promotions_Seasonal_Google_Youtube_Chocodilema_Affinity Audiences_CPV_Family Breakfast_ABR_L17,MCMMIA,2021,CRI,Kelloggs,Corporate Promotions,Seasonal,Google,Youtube,Chocodilema,Affinity Audiences,CPV,Family Breakfast_ABR_L17,corporatepromotions,CR,,Corporate Promotions,CPV,corporatepromotions,Google Adwords,2021-04-27,4,Mediacom
7943669178,[PARATI],12712109519,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_LANÇAMENTO2021_GOOGLE_CPM_EVENINGWE_APRIL,2432.9377060,2021-04-27,KTBO_2021_BRA_Kelloggs_CheezIt_Seasonal_Lançamento2021_Google_CPM_EveningWe_April,KTBO,2021,BRA,Kelloggs,CheezIt,Seasonal,Lançamento2021,Google,CPM,EveningWe,April,,cheezit,BR,,Cheez It,CPM,cheezit,Google Adwords,2021-04-27,4,KTBO
8734222798,YOUTUBE_KOMPLETE_CENAM,12693069001,MCMMIA_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,29.4290590,2021-04-27,MCMMIA_2021_DOM_Kelloggs_Komplete_Seasonal_Google_Youtube_Komplete_Affinity Audiences_CPV_Breakfast for One_ABR_L12,MCMMIA,2021,DOM,Kelloggs,Komplete,Seasonal,Google,Youtube,Komplete,Affinity Audiences,CPV,Breakfast for One_ABR_L12,komplete,DO,,Komplete,CPV,komplete,Google Adwords,2021-04-27,4,Mediacom
8734222798,YOUTUBE_KOMPLETE_CENAM,12693623251,MCMMIA_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,36.0051020,2021-04-27,MCMMIA_2021_GTM_Kelloggs_Komplete_Seasonal_Google_Youtube_Komplete_Affinity Audiences_CPV_Breakfast for One_ABR_L14,MCMMIA,2021,GTM,Kelloggs,Komplete,Seasonal,Google,Youtube,Komplete,Affinity Audiences,CPV,Breakfast for One_ABR_L14,komplete,GT,,Komplete,CPV,komplete,Google Adwords,2021-04-27,4,Mediacom
8734222798,YOUTUBE_KOMPLETE_CENAM,12693918684,MCMMIA_2021_CRI_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,27.3127580,2021-04-27,MCMMIA_2021_CRI_Kelloggs_Komplete_Seasonal_Google_Youtube_Komplete_Affinity Audiences_CPV_Breakfast for One_ABR_L12,MCMMIA,2021,CRI,Kelloggs,Komplete,Seasonal,Google,Youtube,Komplete,Affinity Audiences,CPV,Breakfast for One_ABR_L12,komplete,CR,,Komplete,CPV,komplete,Google Adwords,2021-04-27,4,Mediacom
8734222798,YOUTUBE_KOMPLETE_CENAM,12694585862,MCMMIA_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,13.2784010,2021-04-27,MCMMIA_2021_PAN_Kelloggs_Komplete_Seasonal_Google_Youtube_Komplete_Affinity Audiences_CPV_Breakfast for One_ABR_L18,MCMMIA,2021,PAN,Kelloggs,Komplete,Seasonal,Google,Youtube,Komplete,Affinity Audiences,CPV,Breakfast for One_ABR_L18,komplete,PA,,Komplete,CPV,komplete,Google Adwords,2021-04-27,4,Mediacom
8734222798,YOUTUBE_KOMPLETE_CENAM,12694585907,MCMMIA_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,13.7250040,2021-04-27,MCMMIA_2021_SLV_Kelloggs_Komplete_Seasonal_Google_Youtube_Komplete_Affinity Audiences_CPV_Breakfast for One_ABR_L16,MCMMIA,2021,SLV,Kelloggs,Komplete,Seasonal,Google,Youtube,Komplete,Affinity Audiences,CPV,Breakfast for One_ABR_L16,komplete,SV,,Komplete,CPV,komplete,Google Adwords,2021-04-27,4,Mediacom
7704843216,YOUTUBE_SPECIAL K_CENAM,12866954061,MCMMIA_2021_PRI_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,62.8200220,2021-04-27,MCMMIA_2021_PRI_Kelloggs_Special K_Seasonal_Google_Youtube_Reposicionamiento_Affinity Audiences_CPV_Breakfast for One_ABR_L13,MCMMIA,2021,PRI,Kelloggs,Special K,Seasonal,Google,Youtube,Reposicionamiento,Affinity Audiences,CPV,Breakfast for One_ABR_L13,specialk,PR,,Special K,CPV,specialk,Google Adwords,2021-04-27,4,Mediacom
3527173086,YT-PRINGLES-PRI,12627935253,MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGHAN_AFFINITYAUDIENCES_CPV_EVENINGME,34.5246760,2021-04-27,MCMMIA_2021_PRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Meghan_Affinity Audiences_CPV_Evening Me_ABR_L14,MCMMIA,2021,PRI,Kelloggs,Pringles,Seasonal,Google,Youtube,Meghan,Affinity Audiences,CPV,Evening Me_ABR_L14,pringles,PR,,Pringles,CPV,pringles,Google Adwords,2021-04-27,4,Mediacom
3527173086,YT-PRINGLES-PRI,12627962844,MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGHAN_AFFINITYAUDIENCES_CPM_EVENINGME,71.5290520,2021-04-27,MCMMIA_2021_PRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Meghan_Affinity Audiences_CPM_Evening Me_ABR_L15,MCMMIA,2021,PRI,Kelloggs,Pringles,Seasonal,Google,Youtube,Meghan,Affinity Audiences,CPM,Evening Me_ABR_L15,pringles,PR,,Pringles,CPM,pringles,Google Adwords,2021-04-27,4,Mediacom
3293327860,SEARCH-Pringles-ARG,12793203319,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_SEM_PROMOXBOX_SEVERAL_CPC_EVENINGME,1.0100000,2021-04-27,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Google_SEM_Promo Xbox_Several_CPC_Evening Me_ABR_Brand_L12,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Google,SEM,Promo Xbox,Several,CPC,Evening Me_ABR_Brand_L12,pringles,AR,,Pringles,CPC,pringles,Google Adwords,2021-04-27,4,Mediacom
3293327860,SEARCH-Pringles-ARG,12791995668,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_SEM_PROMOXBOX_SEVERAL_CPC_EVENINGME,0.1000000,2021-04-27,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Google_SEM_Promo Xbox_Several_CPC_Evening Me_ABR_Interest_L12,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Google,SEM,Promo Xbox,Several,CPC,Evening Me_ABR_Interest_L12,pringles,AR,,Pringles,CPC,pringles,Google Adwords,2021-04-27,4,Mediacom
